contagion_type,population_density,k_cap_mean,k_cap_sd,network_replicate,contagion_replicate,final_infected_fraction,time_to_majority,reached_majority_spread,max_slope
complex,0.0031622776601683794,50,25.0,31,4,0.885,8.0,True,0.07100000000000001
complex,0.0031622776601683794,50,25.0,32,0,0.723,45.0,True,0.034999999999999996
complex,0.0031622776601683794,50,25.0,32,1,0.865,10.0,True,0.05300000000000002
complex,0.0031622776601683794,50,25.0,32,2,0.527,10.0,True,0.066
complex,0.0031622776601683794,50,25.0,32,3,0.549,11.0,True,0.05299999999999999
complex,0.0031622776601683794,50,25.0,32,4,0.468,,False,0.055
complex,0.0031622776601683794,50,25.0,33,0,0.819,12.0,True,0.057
complex,0.0031622776601683794,50,25.0,33,1,0.796,13.0,True,0.05200000000000002
complex,0.0031622776601683794,50,25.0,33,2,0.491,,False,0.044
complex,0.0031622776601683794,50,25.0,33,3,0.403,,False,0.05000000000000002
complex,0.0031622776601683794,50,25.0,33,4,0.502,36.0,True,0.039
complex,0.0031622776601683794,50,25.0,34,0,0.378,,False,0.044
complex,0.0031622776601683794,50,25.0,34,1,0.307,,False,0.046
complex,0.0031622776601683794,50,25.0,34,2,0.842,12.0,True,0.049000000000000016
complex,0.0031622776601683794,50,25.0,34,3,0.673,16.0,True,0.060000000000000005
complex,0.0031622776601683794,50,25.0,34,4,0.682,9.0,True,0.056999999999999995
complex,0.0031622776601683794,50,25.0,35,0,0.709,13,True,0.057999999999999996
complex,0.0031622776601683794,50,25.0,35,1,0.814,13,True,0.05900000000000001
complex,0.0031622776601683794,50,25.0,35,2,0.528,22,True,0.045000000000000005
complex,0.0031622776601683794,50,25.0,35,3,0.643,13,True,0.051000000000000004
complex,0.0031622776601683794,50,25.0,35,4,0.7,20,True,0.037000000000000005
complex,0.0031622776601683794,50,25.0,36,0,0.282,,False,0.031999999999999994
complex,0.0031622776601683794,50,25.0,36,1,0.823,11.0,True,0.055999999999999994
complex,0.0031622776601683794,50,25.0,36,2,0.349,,False,0.035
complex,0.0031622776601683794,50,25.0,36,3,0.423,,False,0.04
complex,0.0031622776601683794,50,25.0,36,4,0.616,11.0,True,0.05800000000000001
complex,0.0031622776601683794,50,25.0,37,0,0.805,10.0,True,0.07100000000000001
complex,0.0031622776601683794,50,25.0,37,1,0.474,,False,0.04000000000000001
complex,0.0031622776601683794,50,25.0,37,2,0.511,13.0,True,0.064
complex,0.0031622776601683794,50,25.0,37,3,0.855,14.0,True,0.054000000000000006
complex,0.0031622776601683794,50,25.0,37,4,0.887,15.0,True,0.05200000000000002
complex,0.0031622776601683794,50,25.0,38,0,0.546,15,True,0.054
complex,0.0031622776601683794,50,25.0,38,1,0.651,18,True,0.047
complex,0.0031622776601683794,50,25.0,38,2,0.647,28,True,0.059000000000000004
complex,0.0031622776601683794,50,25.0,38,3,0.713,11,True,0.065
complex,0.0031622776601683794,50,25.0,38,4,0.658,12,True,0.04600000000000001
complex,0.0031622776601683794,50,25.0,39,0,0.716,10,True,0.067
complex,0.0031622776601683794,50,25.0,39,1,0.814,14,True,0.04799999999999999
complex,0.0031622776601683794,50,25.0,39,2,0.733,14,True,0.05500000000000001
complex,0.0031622776601683794,50,25.0,39,3,0.524,52,True,0.035
complex,0.0031622776601683794,50,25.0,39,4,0.85,12,True,0.048
complex,0.0031622776601683794,50,25.0,40,0,0.628,16,True,0.06000000000000001
complex,0.0031622776601683794,50,25.0,40,1,0.513,21,True,0.05
complex,0.0031622776601683794,50,25.0,40,2,0.87,10,True,0.05500000000000001
complex,0.0031622776601683794,50,25.0,40,3,0.59,13,True,0.049000000000000016
complex,0.0031622776601683794,50,25.0,40,4,0.566,11,True,0.059
complex,0.0031622776601683794,50,25.0,41,0,0.325,,False,0.049
complex,0.0031622776601683794,50,25.0,41,1,0.841,30.0,True,0.05700000000000001
complex,0.0031622776601683794,50,25.0,41,2,0.552,10.0,True,0.059
complex,0.0031622776601683794,50,25.0,41,3,0.798,9.0,True,0.06400000000000002
complex,0.0031622776601683794,50,25.0,41,4,0.595,17.0,True,0.039999999999999994
complex,0.0031622776601683794,50,25.0,42,0,0.762,25,True,0.04599999999999999
complex,0.0031622776601683794,50,25.0,42,1,0.615,13,True,0.065
complex,0.0031622776601683794,50,25.0,42,2,0.786,8,True,0.068
complex,0.0031622776601683794,50,25.0,42,3,0.826,14,True,0.04299999999999998
complex,0.0031622776601683794,50,25.0,42,4,0.564,18,True,0.05
complex,0.0031622776601683794,50,25.0,43,0,0.493,,False,0.052
complex,0.0031622776601683794,50,25.0,43,1,0.35,,False,0.044
complex,0.0031622776601683794,50,25.0,43,2,0.472,,False,0.048999999999999995
complex,0.0031622776601683794,50,25.0,43,3,0.952,11.0,True,0.053000000000000005
complex,0.0031622776601683794,50,25.0,43,4,0.818,22.0,True,0.036000000000000004
complex,0.0031622776601683794,50,25.0,44,0,0.263,,False,0.049
complex,0.0031622776601683794,50,25.0,44,1,0.707,13.0,True,0.05499999999999999
complex,0.0031622776601683794,50,25.0,44,2,0.307,,False,0.046000000000000006
complex,0.0031622776601683794,50,25.0,44,3,0.841,12.0,True,0.052000000000000005
complex,0.0031622776601683794,50,25.0,44,4,0.8,9.0,True,0.07600000000000001
complex,0.0031622776601683794,50,25.0,45,0,0.754,9.0,True,0.06599999999999998
complex,0.0031622776601683794,50,25.0,45,1,0.36,,False,0.052000000000000005
complex,0.0031622776601683794,50,25.0,45,2,0.57,14.0,True,0.05
complex,0.0031622776601683794,50,25.0,45,3,0.711,11.0,True,0.059
complex,0.0031622776601683794,50,25.0,45,4,0.877,8.0,True,0.07199999999999995
complex,0.0031622776601683794,50,25.0,46,0,0.51,12.0,True,0.05199999999999999
complex,0.0031622776601683794,50,25.0,46,1,0.417,,False,0.060000000000000005
complex,0.0031622776601683794,50,25.0,46,2,0.667,11.0,True,0.05500000000000001
complex,0.0031622776601683794,50,25.0,46,3,0.7,22.0,True,0.031999999999999994
complex,0.0031622776601683794,50,25.0,46,4,0.811,20.0,True,0.037000000000000005
complex,0.0031622776601683794,50,25.0,47,0,0.42,,False,0.046
complex,0.0031622776601683794,50,25.0,47,1,0.564,14.0,True,0.06
complex,0.0031622776601683794,50,25.0,47,2,0.236,,False,0.047
complex,0.0031622776601683794,50,25.0,47,3,0.42,,False,0.033
complex,0.0031622776601683794,50,25.0,47,4,0.472,,False,0.059
complex,0.0031622776601683794,50,25.0,48,0,0.739,11,True,0.058
complex,0.0031622776601683794,50,25.0,48,1,0.621,13,True,0.048
complex,0.0031622776601683794,50,25.0,48,2,0.625,16,True,0.048999999999999995
complex,0.0031622776601683794,50,25.0,48,3,0.928,9,True,0.061999999999999944
complex,0.0031622776601683794,50,25.0,48,4,0.732,24,True,0.04000000000000001
complex,0.0031622776601683794,50,25.0,49,0,0.584,14.0,True,0.05099999999999999
complex,0.0031622776601683794,50,25.0,49,1,0.394,,False,0.04400000000000001
complex,0.0031622776601683794,50,25.0,49,2,0.253,,False,0.04300000000000001
complex,0.0031622776601683794,50,25.0,49,3,0.346,,False,0.044999999999999984
complex,0.0031622776601683794,50,25.0,49,4,0.365,,False,0.045000000000000005
complex,0.01,50,25.0,0,0,0.408,,False,0.052000000000000005
complex,0.01,50,25.0,0,1,0.902,7.0,True,0.07300000000000001
complex,0.01,50,25.0,0,2,0.831,9.0,True,0.065
complex,0.01,50,25.0,0,3,0.519,26.0,True,0.05
complex,0.01,50,25.0,0,4,0.411,,False,0.041
complex,0.01,50,25.0,1,0,0.619,19.0,True,0.065
complex,0.01,50,25.0,1,1,0.87,12.0,True,0.054000000000000006
complex,0.01,50,25.0,1,2,0.39,,False,0.037000000000000005
complex,0.01,50,25.0,1,3,0.565,11.0,True,0.056999999999999995
complex,0.01,50,25.0,1,4,0.187,,False,0.04
complex,0.01,50,25.0,2,0,0.475,,False,0.058
complex,0.01,50,25.0,2,1,0.784,20.0,True,0.044000000000000004
complex,0.01,50,25.0,2,2,0.449,,False,0.043
complex,0.01,50,25.0,2,3,0.657,17.0,True,0.04000000000000001
complex,0.01,50,25.0,2,4,0.559,22.0,True,0.062
complex,0.01,50,25.0,3,0,0.379,,False,0.036
complex,0.01,50,25.0,3,1,0.489,,False,0.03899999999999999
complex,0.01,50,25.0,3,2,0.732,9.0,True,0.062
complex,0.01,50,25.0,3,3,0.683,17.0,True,0.05700000000000001
complex,0.01,50,25.0,3,4,0.674,29.0,True,0.04400000000000001
complex,0.01,50,25.0,4,0,0.646,12,True,0.046
complex,0.01,50,25.0,4,1,0.748,15,True,0.052000000000000046
complex,0.01,50,25.0,4,2,0.897,15,True,0.039
complex,0.01,50,25.0,4,3,0.637,9,True,0.066
complex,0.01,50,25.0,4,4,0.537,14,True,0.051
complex,0.01,50,25.0,5,0,0.549,13.0,True,0.05299999999999999
complex,0.01,50,25.0,5,1,0.608,16.0,True,0.052000000000000005
complex,0.01,50,25.0,5,2,0.402,,False,0.028999999999999998
complex,0.01,50,25.0,5,3,0.858,12.0,True,0.04899999999999999
complex,0.01,50,25.0,5,4,0.657,17.0,True,0.05700000000000001
complex,0.01,50,25.0,6,0,0.542,13.0,True,0.065
complex,0.01,50,25.0,6,1,0.687,13.0,True,0.04500000000000004
complex,0.01,50,25.0,6,2,0.315,,False,0.037
complex,0.01,50,25.0,6,3,0.717,15.0,True,0.04299999999999998
complex,0.01,50,25.0,6,4,0.57,20.0,True,0.054
complex,0.01,50,25.0,7,0,0.43,,False,0.045
complex,0.01,50,25.0,7,1,0.914,9.0,True,0.055
complex,0.01,50,25.0,7,2,0.662,14.0,True,0.065
complex,0.01,50,25.0,7,3,0.859,12.0,True,0.05499999999999999
complex,0.01,50,25.0,7,4,0.673,10.0,True,0.055999999999999994
complex,0.01,50,25.0,8,0,0.756,14.0,True,0.043999999999999984
complex,0.01,50,25.0,8,1,0.714,11.0,True,0.056999999999999995
complex,0.01,50,25.0,8,2,0.323,,False,0.043
complex,0.01,50,25.0,8,3,0.706,13.0,True,0.073
complex,0.01,50,25.0,8,4,0.807,10.0,True,0.060000000000000026
complex,0.01,50,25.0,9,0,0.678,17.0,True,0.045
complex,0.01,50,25.0,9,1,0.357,,False,0.05
complex,0.01,50,25.0,9,2,0.584,13.0,True,0.04899999999999999
complex,0.01,50,25.0,9,3,0.838,19.0,True,0.044000000000000004
complex,0.01,50,25.0,9,4,0.512,18.0,True,0.059
complex,0.01,50,25.0,10,0,0.609,13.0,True,0.05499999999999999
complex,0.01,50,25.0,10,1,0.437,,False,0.049
complex,0.01,50,25.0,10,2,0.889,13.0,True,0.055999999999999966
complex,0.01,50,25.0,10,3,0.455,,False,0.040999999999999995
complex,0.01,50,25.0,10,4,0.353,,False,0.034
complex,0.01,50,25.0,11,0,0.72,15.0,True,0.04199999999999998
complex,0.01,50,25.0,11,1,0.365,,False,0.069
complex,0.01,50,25.0,11,2,0.707,15.0,True,0.046000000000000006
complex,0.01,50,25.0,11,3,0.655,13.0,True,0.05099999999999999
complex,0.01,50,25.0,11,4,0.565,21.0,True,0.043
complex,0.01,50,25.0,12,0,0.448,,False,0.04
complex,0.01,50,25.0,12,1,0.589,22.0,True,0.040999999999999995
complex,0.01,50,25.0,12,2,0.847,9.0,True,0.067
complex,0.01,50,25.0,12,3,0.451,,False,0.04600000000000001
complex,0.01,50,25.0,12,4,0.785,14.0,True,0.05099999999999999
complex,0.01,50,25.0,13,0,0.9,12.0,True,0.058
complex,0.01,50,25.0,13,1,0.846,26.0,True,0.049999999999999996
complex,0.01,50,25.0,13,2,0.891,13.0,True,0.048000000000000015
complex,0.01,50,25.0,13,3,0.308,,False,0.036
complex,0.01,50,25.0,13,4,0.876,9.0,True,0.063
complex,0.01,50,25.0,14,0,0.778,12.0,True,0.05200000000000002
complex,0.01,50,25.0,14,1,0.6,12.0,True,0.045000000000000005
complex,0.01,50,25.0,14,2,0.574,12.0,True,0.053
complex,0.01,50,25.0,14,3,0.53,18.0,True,0.062
complex,0.01,50,25.0,14,4,0.351,,False,0.039999999999999994
complex,0.01,50,25.0,15,0,0.202,,False,0.033
complex,0.01,50,25.0,15,1,0.848,17.0,True,0.05200000000000002
complex,0.01,50,25.0,15,2,0.645,15.0,True,0.05000000000000002
complex,0.01,50,25.0,15,3,0.69,10.0,True,0.056999999999999995
complex,0.01,50,25.0,15,4,0.74,11.0,True,0.05200000000000002
complex,0.01,50,25.0,16,0,0.48,,False,0.05000000000000002
complex,0.01,50,25.0,16,1,0.763,14.0,True,0.059
complex,0.01,50,25.0,16,2,0.703,10.0,True,0.05500000000000001
complex,0.01,50,25.0,16,3,0.605,15.0,True,0.047
complex,0.01,50,25.0,16,4,0.574,14.0,True,0.05099999999999999
complex,0.01,50,25.0,17,0,0.656,15.0,True,0.052
complex,0.01,50,25.0,17,1,0.563,22.0,True,0.065
complex,0.01,50,25.0,17,2,0.5,,False,0.04599999999999999
complex,0.01,50,25.0,17,3,0.725,10.0,True,0.05700000000000001
complex,0.01,50,25.0,17,4,0.756,14.0,True,0.07200000000000001
complex,0.01,50,25.0,18,0,0.77,11.0,True,0.05199999999999999
complex,0.01,50,25.0,18,1,0.836,16.0,True,0.043
complex,0.01,50,25.0,18,2,0.651,12.0,True,0.05499999999999999
complex,0.01,50,25.0,18,3,0.743,16.0,True,0.049999999999999996
complex,0.01,50,25.0,18,4,0.311,,False,0.043000000000000003
complex,0.01,50,25.0,19,0,0.513,19.0,True,0.05600000000000001
complex,0.01,50,25.0,19,1,0.635,13.0,True,0.056999999999999995
complex,0.01,50,25.0,19,2,0.727,21.0,True,0.047
complex,0.01,50,25.0,19,3,0.747,15.0,True,0.054
complex,0.01,50,25.0,19,4,0.331,,False,0.048
complex,0.01,50,25.0,20,0,0.399,,False,0.038000000000000006
complex,0.01,50,25.0,20,1,0.411,,False,0.06300000000000001
complex,0.01,50,25.0,20,2,0.736,9.0,True,0.067
complex,0.01,50,25.0,20,3,0.686,11.0,True,0.07100000000000001
complex,0.01,50,25.0,20,4,0.699,10.0,True,0.052000000000000046
complex,0.01,50,25.0,21,0,0.856,22.0,True,0.043000000000000003
complex,0.01,50,25.0,21,1,0.635,38.0,True,0.036000000000000004
complex,0.01,50,25.0,21,2,0.748,14.0,True,0.05299999999999999
complex,0.01,50,25.0,21,3,0.464,,False,0.045999999999999985
complex,0.01,50,25.0,21,4,0.507,20.0,True,0.041
complex,0.01,50,25.0,22,0,0.802,8.0,True,0.07600000000000001
complex,0.01,50,25.0,22,1,0.417,,False,0.047999999999999994
complex,0.01,50,25.0,22,2,0.483,,False,0.048000000000000015
complex,0.01,50,25.0,22,3,0.851,10.0,True,0.05500000000000001
complex,0.01,50,25.0,22,4,0.79,9.0,True,0.06299999999999999
complex,0.01,50,25.0,23,0,0.589,23.0,True,0.04500000000000001
complex,0.01,50,25.0,23,1,0.488,,False,0.044000000000000004
complex,0.01,50,25.0,23,2,0.494,,False,0.05199999999999999
complex,0.01,50,25.0,23,3,0.463,,False,0.044999999999999984
complex,0.01,50,25.0,23,4,0.724,17.0,True,0.041
complex,0.01,50,25.0,24,0,0.733,20.0,True,0.045999999999999985
complex,0.01,50,25.0,24,1,0.679,24.0,True,0.04999999999999999
complex,0.01,50,25.0,24,2,0.79,17.0,True,0.044000000000000004
complex,0.01,50,25.0,24,3,0.398,,False,0.032
complex,0.01,50,25.0,24,4,0.752,12.0,True,0.05
complex,0.01,50,25.0,25,0,0.511,29.0,True,0.045000000000000005
complex,0.01,50,25.0,25,1,0.776,15.0,True,0.04299999999999998
complex,0.01,50,25.0,25,2,0.702,12.0,True,0.05099999999999999
complex,0.01,50,25.0,25,3,0.436,,False,0.027000000000000003
complex,0.01,50,25.0,25,4,0.877,21.0,True,0.061000000000000006
complex,0.01,50,25.0,26,0,0.92,16.0,True,0.041
complex,0.01,50,25.0,26,1,0.747,7.0,True,0.07400000000000001
complex,0.01,50,25.0,26,2,0.678,25.0,True,0.045
complex,0.01,50,25.0,26,3,0.729,10.0,True,0.05499999999999999
complex,0.01,50,25.0,26,4,0.453,,False,0.043
complex,0.01,50,25.0,27,0,0.503,23.0,True,0.04600000000000001
complex,0.01,50,25.0,27,1,0.67,12.0,True,0.065
complex,0.01,50,25.0,27,2,0.496,,False,0.036000000000000004
complex,0.01,50,25.0,27,3,0.529,41.0,True,0.036
complex,0.01,50,25.0,27,4,0.508,25.0,True,0.04100000000000001
complex,0.01,50,25.0,28,0,0.788,12,True,0.055
complex,0.01,50,25.0,28,1,0.607,11,True,0.06399999999999999
complex,0.01,50,25.0,28,2,0.547,14,True,0.049000000000000016
complex,0.01,50,25.0,28,3,0.92,11,True,0.05099999999999999
complex,0.01,50,25.0,28,4,0.572,15,True,0.05500000000000001
complex,0.01,50,25.0,29,0,0.567,12.0,True,0.057999999999999996
complex,0.01,50,25.0,29,1,0.58,28.0,True,0.044
complex,0.01,50,25.0,29,2,0.935,16.0,True,0.037000000000000005
complex,0.01,50,25.0,29,3,0.336,,False,0.053000000000000005
complex,0.01,50,25.0,29,4,0.895,14.0,True,0.05000000000000001
complex,0.01,50,25.0,30,0,0.531,35,True,0.063
complex,0.01,50,25.0,30,1,0.541,8,True,0.07100000000000001
complex,0.01,50,25.0,30,2,0.537,27,True,0.055
complex,0.01,50,25.0,30,3,0.865,16,True,0.03700000000000003
complex,0.01,50,25.0,30,4,0.555,20,True,0.062
complex,0.01,50,25.0,31,0,0.606,11,True,0.066
complex,0.01,50,25.0,31,1,0.878,11,True,0.061999999999999986
complex,0.01,50,25.0,31,2,0.56,20,True,0.05
complex,0.01,50,25.0,31,3,0.616,9,True,0.07800000000000001
complex,0.01,50,25.0,31,4,0.665,11,True,0.052000000000000005
complex,0.01,50,25.0,32,0,0.843,15,True,0.04199999999999998
complex,0.01,50,25.0,32,1,0.733,18,True,0.048
complex,0.01,50,25.0,32,2,0.513,18,True,0.03899999999999999
complex,0.01,50,25.0,32,3,0.658,13,True,0.064
complex,0.01,50,25.0,32,4,0.77,10,True,0.056999999999999995
complex,0.01,50,25.0,33,0,0.423,,False,0.043
complex,0.01,50,25.0,33,1,0.674,13.0,True,0.057999999999999996
complex,0.01,50,25.0,33,2,0.528,14.0,True,0.049999999999999996
complex,0.01,50,25.0,33,3,0.747,10.0,True,0.05299999999999999
complex,0.01,50,25.0,33,4,0.501,29.0,True,0.041999999999999996
complex,0.01,50,25.0,34,0,0.577,16,True,0.044
complex,0.01,50,25.0,34,1,0.793,11,True,0.053999999999999965
complex,0.01,50,25.0,34,2,0.752,10,True,0.056999999999999995
complex,0.01,50,25.0,34,3,0.816,15,True,0.061000000000000006
complex,0.01,50,25.0,34,4,0.795,14,True,0.04200000000000001
complex,0.01,50,25.0,35,0,0.642,14.0,True,0.044999999999999984
complex,0.01,50,25.0,35,1,0.528,15.0,True,0.058
complex,0.01,50,25.0,35,2,0.623,11.0,True,0.057999999999999996
complex,0.01,50,25.0,35,3,0.764,10.0,True,0.06699999999999999
complex,0.01,50,25.0,35,4,0.374,,False,0.04400000000000001
complex,0.01,50,25.0,36,0,0.703,14.0,True,0.05100000000000002
complex,0.01,50,25.0,36,1,0.404,,False,0.05000000000000002
complex,0.01,50,25.0,36,2,0.704,14.0,True,0.046000000000000006
complex,0.01,50,25.0,36,3,0.644,14.0,True,0.04600000000000004
complex,0.01,50,25.0,36,4,0.612,16.0,True,0.044
complex,0.01,50,25.0,37,0,0.918,21.0,True,0.05500000000000001
complex,0.01,50,25.0,37,1,0.759,19.0,True,0.059000000000000004
complex,0.01,50,25.0,37,2,0.763,17.0,True,0.04800000000000001
complex,0.01,50,25.0,37,3,0.844,11.0,True,0.05000000000000002
complex,0.01,50,25.0,37,4,0.461,,False,0.05099999999999999
complex,0.01,50,25.0,38,0,0.576,22,True,0.047
complex,0.01,50,25.0,38,1,0.908,11,True,0.063
complex,0.01,50,25.0,38,2,0.632,21,True,0.03900000000000001
complex,0.01,50,25.0,38,3,0.506,36,True,0.047
complex,0.01,50,25.0,38,4,0.727,10,True,0.062
complex,0.01,50,25.0,39,0,0.485,,False,0.03900000000000001
complex,0.01,50,25.0,39,1,0.576,12.0,True,0.065
complex,0.01,50,25.0,39,2,0.553,13.0,True,0.04899999999999999
complex,0.01,50,25.0,39,3,0.668,19.0,True,0.05099999999999999
complex,0.01,50,25.0,39,4,0.531,30.0,True,0.04
complex,0.01,50,25.0,40,0,0.555,20.0,True,0.059000000000000004
complex,0.01,50,25.0,40,1,0.659,9.0,True,0.06899999999999999
complex,0.01,50,25.0,40,2,0.518,24.0,True,0.049999999999999996
complex,0.01,50,25.0,40,3,0.614,27.0,True,0.04100000000000001
complex,0.01,50,25.0,40,4,0.384,,False,0.047999999999999994
complex,0.01,50,25.0,41,0,0.458,,False,0.053
complex,0.01,50,25.0,41,1,0.652,32.0,True,0.040999999999999995
complex,0.01,50,25.0,41,2,0.748,30.0,True,0.04599999999999999
complex,0.01,50,25.0,41,3,0.694,13.0,True,0.05099999999999999
complex,0.01,50,25.0,41,4,0.32,,False,0.038000000000000006
complex,0.01,50,25.0,42,0,0.917,7.0,True,0.08000000000000002
complex,0.01,50,25.0,42,1,0.644,12.0,True,0.055999999999999994
complex,0.01,50,25.0,42,2,0.841,11.0,True,0.05399999999999999
complex,0.01,50,25.0,42,3,0.474,,False,0.04699999999999999
complex,0.01,50,25.0,42,4,0.509,23.0,True,0.049999999999999996
complex,0.01,50,25.0,43,0,0.824,9.0,True,0.067
complex,0.01,50,25.0,43,1,0.432,,False,0.041999999999999996
complex,0.01,50,25.0,43,2,0.859,10.0,True,0.065
complex,0.01,50,25.0,43,3,0.703,17.0,True,0.038000000000000006
complex,0.01,50,25.0,43,4,0.821,15.0,True,0.04799999999999999
complex,0.01,50,25.0,44,0,0.505,23.0,True,0.05299999999999999
complex,0.01,50,25.0,44,1,0.432,,False,0.04900000000000001
complex,0.01,50,25.0,44,2,0.501,32.0,True,0.043
complex,0.01,50,25.0,44,3,0.596,10.0,True,0.06
complex,0.01,50,25.0,44,4,0.562,18.0,True,0.051
complex,0.01,50,25.0,45,0,0.405,,False,0.062000000000000006
complex,0.01,50,25.0,45,1,0.566,14.0,True,0.06200000000000001
complex,0.01,50,25.0,45,2,0.418,,False,0.03899999999999999
complex,0.01,50,25.0,45,3,0.51,24.0,True,0.064
complex,0.01,50,25.0,45,4,0.663,16.0,True,0.043
complex,0.01,50,25.0,46,0,0.75,24.0,True,0.05
complex,0.01,50,25.0,46,1,0.261,,False,0.038
complex,0.01,50,25.0,46,2,0.51,31.0,True,0.041
complex,0.01,50,25.0,46,3,0.772,10.0,True,0.07400000000000001
complex,0.01,50,25.0,46,4,0.801,10.0,True,0.064
complex,0.01,50,25.0,47,0,0.503,21.0,True,0.06
complex,0.01,50,25.0,47,1,0.742,12.0,True,0.049000000000000016
complex,0.01,50,25.0,47,2,0.716,17.0,True,0.037000000000000005
complex,0.01,50,25.0,47,3,0.459,,False,0.057
complex,0.01,50,25.0,47,4,0.279,,False,0.039999999999999994
complex,0.01,50,25.0,48,0,0.624,27.0,True,0.04
complex,0.01,50,25.0,48,1,0.491,,False,0.049
complex,0.01,50,25.0,48,2,0.428,,False,0.043
complex,0.01,50,25.0,48,3,0.4,,False,0.038000000000000006
complex,0.01,50,25.0,48,4,0.559,13.0,True,0.05300000000000002
complex,0.01,50,25.0,49,0,0.345,,False,0.053
complex,0.01,50,25.0,49,1,0.398,,False,0.044
complex,0.01,50,25.0,49,2,0.719,13.0,True,0.05099999999999999
complex,0.01,50,25.0,49,3,0.489,,False,0.040999999999999995
complex,0.01,50,25.0,49,4,0.395,,False,0.045000000000000005
complex,0.03162277660168379,50,25.0,0,0,0.851,21.0,True,0.03900000000000001
complex,0.03162277660168379,50,25.0,0,1,0.621,17.0,True,0.053000000000000005
complex,0.03162277660168379,50,25.0,0,2,0.728,13.0,True,0.05000000000000002
complex,0.03162277660168379,50,25.0,0,3,0.456,,False,0.039
complex,0.03162277660168379,50,25.0,0,4,0.615,15.0,True,0.045000000000000005
complex,0.03162277660168379,50,25.0,1,0,0.778,11.0,True,0.052
complex,0.03162277660168379,50,25.0,1,1,0.586,16.0,True,0.048
complex,0.03162277660168379,50,25.0,1,2,0.442,,False,0.059000000000000004
complex,0.03162277660168379,50,25.0,1,3,0.716,17.0,True,0.044000000000000004
complex,0.03162277660168379,50,25.0,1,4,0.433,,False,0.046000000000000006
complex,0.03162277660168379,50,25.0,2,0,0.864,10.0,True,0.07899999999999999
complex,0.03162277660168379,50,25.0,2,1,0.937,10.0,True,0.05700000000000005
complex,0.03162277660168379,50,25.0,2,2,0.777,24.0,True,0.048
complex,0.03162277660168379,50,25.0,2,3,0.296,,False,0.030999999999999993
complex,0.03162277660168379,50,25.0,2,4,0.753,26.0,True,0.04900000000000001
complex,0.03162277660168379,50,25.0,3,0,0.246,,False,0.040999999999999995
complex,0.03162277660168379,50,25.0,3,1,0.328,,False,0.040999999999999995
complex,0.03162277660168379,50,25.0,3,2,0.865,13.0,True,0.051000000000000045
complex,0.03162277660168379,50,25.0,3,3,0.363,,False,0.044
complex,0.03162277660168379,50,25.0,3,4,0.751,17.0,True,0.04300000000000001
complex,0.03162277660168379,50,25.0,4,0,0.857,9,True,0.07
complex,0.03162277660168379,50,25.0,4,1,0.76,11,True,0.064
complex,0.03162277660168379,50,25.0,4,2,0.632,18,True,0.039000000000000035
complex,0.03162277660168379,50,25.0,4,3,0.541,14,True,0.05399999999999999
complex,0.03162277660168379,50,25.0,4,4,0.883,9,True,0.069
complex,0.03162277660168379,50,25.0,5,0,0.524,18.0,True,0.04100000000000001
complex,0.03162277660168379,50,25.0,5,1,0.712,15.0,True,0.04600000000000001
complex,0.03162277660168379,50,25.0,5,2,0.475,,False,0.049
complex,0.03162277660168379,50,25.0,5,3,0.746,12.0,True,0.049
complex,0.03162277660168379,50,25.0,5,4,0.607,16.0,True,0.03600000000000002
complex,0.03162277660168379,50,25.0,6,0,0.592,14.0,True,0.04200000000000001
complex,0.03162277660168379,50,25.0,6,1,0.49,,False,0.045
complex,0.03162277660168379,50,25.0,6,2,0.55,19.0,True,0.036000000000000004
complex,0.03162277660168379,50,25.0,6,3,0.49,,False,0.04600000000000001
complex,0.03162277660168379,50,25.0,6,4,0.548,17.0,True,0.054
complex,0.03162277660168379,50,25.0,7,0,0.554,16.0,True,0.051
complex,0.03162277660168379,50,25.0,7,1,0.803,12.0,True,0.04900000000000001
complex,0.03162277660168379,50,25.0,7,2,0.814,20.0,True,0.038000000000000034
complex,0.03162277660168379,50,25.0,7,3,0.584,9.0,True,0.065
complex,0.03162277660168379,50,25.0,7,4,0.374,,False,0.028999999999999998
complex,0.03162277660168379,50,25.0,8,0,0.64,12.0,True,0.051000000000000004
complex,0.03162277660168379,50,25.0,8,1,0.726,41.0,True,0.03
complex,0.03162277660168379,50,25.0,8,2,0.54,13.0,True,0.05700000000000001
complex,0.03162277660168379,50,25.0,8,3,0.29,,False,0.03900000000000001
complex,0.03162277660168379,50,25.0,8,4,0.45,,False,0.041999999999999996
complex,0.03162277660168379,50,25.0,9,0,0.713,11.0,True,0.05600000000000001
complex,0.03162277660168379,50,25.0,9,1,0.422,,False,0.03799999999999999
complex,0.03162277660168379,50,25.0,9,2,0.646,11.0,True,0.04999999999999999
complex,0.03162277660168379,50,25.0,9,3,0.608,31.0,True,0.036
complex,0.03162277660168379,50,25.0,9,4,0.396,,False,0.044999999999999984
complex,0.03162277660168379,50,25.0,10,0,0.559,37.0,True,0.03300000000000001
complex,0.03162277660168379,50,25.0,10,1,0.832,13.0,True,0.05299999999999999
complex,0.03162277660168379,50,25.0,10,2,0.5,,False,0.036
complex,0.03162277660168379,50,25.0,10,3,0.895,20.0,True,0.04799999999999999
complex,0.03162277660168379,50,25.0,10,4,0.463,,False,0.048000000000000015
